reference,amount,type,date,year
9840,8953.0,Other,2019-07-21,2019
852,-7523.0,Food,2019-07-22,2019
243,-3407.0,Food,2019-07-22,2019
2894,7713.0,Tips,2019-07-23,2019
3604,-254.0,Food,2019-07-24,2019
1554,-677.0,Health Insurance,2019-07-24,2019
315,6471.0,Tips,2019-07-26,2019
3098,4439.0,Other,2019-07-27,2019
646,4319.0,Other,2019-07-27,2019
8830,-5464.0,Health Insurance,2019-07-28,2019
788,2279.0,Salary,2019-07-28,2019
5522,-1198.0,Groceries,2019-07-29,2019
9603,-3174.0,Groceries,2019-07-29,2019
2010,6042.0,Other,2019-07-31,2019
2197,-2277.0,Food,2019-08-01,2019
533,-4304.0,Investments,2019-08-02,2019
3389,5197.0,Tips,2019-08-04,2019
1086,-3495.0,Investments,2019-08-04,2019
2052,3618.0,Tips,2019-08-04,2019
3788,-7555.0,Subscriptions,2019-08-05,2019
5775,294.0,Tips,2019-08-05,2019
7217,-4953.0,Health Insurance,2019-08-06,2019
4764,1999.0,Other,2019-08-08,2019
3495,-5328.0,Health Insurance,2019-08-11,2019
2384,8729.0,Tips,2019-08-11,2019
2847,4057.0,Salary,2019-08-12,2019
3677,-1831.0,Groceries,2019-08-13,2019
4311,-6416.0,Investments,2019-08-14,2019
1014,-3240.0,Groceries,2019-08-14,2019
4699,2245.0,Salary,2019-08-14,2019
5918,8576.0,Other,2019-08-15,2019
5509,-4977.0,Investments,2019-08-15,2019
8987,-5987.0,Food,2019-08-15,2019
9343,-8370.0,Health Insurance,2019-08-18,2019
743,5535.0,Other,2019-08-18,2019
6793,-3138.0,Leisure,2019-08-19,2019
5933,-4910.0,Food,2019-08-21,2019
1465,7120.0,Salary,2019-08-22,2019
7115,1843.0,Other,2019-08-23,2019
805,-9167.0,Investments,2019-08-25,2019
9076,7382.0,Tips,2019-08-26,2019
283,8982.0,Other,2019-08-27,2019
2892,6572.0,Tips,2019-08-27,2019
8509,-9252.0,Investments,2019-08-27,2019
7600,6962.0,Other,2019-08-28,2019
7832,6871.0,Tips,2019-08-29,2019
178,-5610.0,Health Insurance,2019-08-29,2019
3206,-9356.0,Subscriptions,2019-08-30,2019
7075,-7050.0,Leisure,2019-08-30,2019
5926,8745.0,Salary,2019-08-31,2019
715,-9626.0,Groceries,2019-09-01,2019
9270,-4878.0,Subscriptions,2019-09-01,2019
4017,-7915.0,Food,2019-09-02,2019
8701,-6742.0,Food,2019-09-02,2019
7337,8497.0,Tips,2019-09-02,2019
7658,-9706.0,Subscriptions,2019-09-02,2019
4492,-9585.0,Subscriptions,2019-09-03,2019
3828,2171.0,Tips,2019-09-06,2019
5693,-1348.0,Subscriptions,2019-09-07,2019
3498,2410.0,Other,2019-09-09,2019
450,-5425.0,Leisure,2019-09-10,2019
9505,-396.0,Subscriptions,2019-09-10,2019
7476,-8137.0,Groceries,2019-09-12,2019
7557,5982.0,Other,2019-09-12,2019
239,-5451.0,Food,2019-09-13,2019
6115,-7880.0,Leisure,2019-09-13,2019
4329,3310.0,Tips,2019-09-14,2019
3906,2567.0,Other,2019-09-16,2019
2340,-8425.0,Health Insurance,2019-09-16,2019
2426,6759.0,Salary,2019-09-16,2019
4304,3341.0,Tips,2019-09-16,2019
9571,8198.0,Tips,2019-09-18,2019
5027,-8711.0,Food,2019-09-19,2019
1582,5202.0,Other,2019-09-19,2019
6659,4794.0,Tips,2019-09-20,2019
1919,-587.0,Subscriptions,2019-09-21,2019
9418,1111.0,Tips,2019-09-22,2019
8878,-3926.0,Groceries,2019-09-25,2019
5261,1469.0,Tips,2019-09-25,2019
9772,-9941.0,Investments,2019-09-26,2019
1464,-5286.0,Investments,2019-09-27,2019
759,-966.0,Leisure,2019-09-28,2019
4714,9403.0,Tips,2019-09-28,2019
1807,-3081.0,Health Insurance,2019-09-29,2019
984,-2495.0,Food,2019-10-01,2019
672,-4692.0,Subscriptions,2019-10-02,2019
52,-9960.0,Food,2019-10-03,2019
7503,2898.0,Other,2019-10-04,2019
6204,-3410.0,Leisure,2019-10-04,2019
7523,-2920.0,Health Insurance,2019-10-04,2019
6713,4110.0,Salary,2019-10-06,2019
4552,4774.0,Salary,2019-10-07,2019
6843,1383.0,Other,2019-10-07,2019
9124,-7287.0,Leisure,2019-10-07,2019
832,3687.0,Other,2019-10-07,2019
5472,6915.0,Other,2019-10-07,2019
3301,5173.0,Salary,2019-10-09,2019
272,-7092.0,Investments,2019-10-09,2019
9791,-8690.0,Investments,2019-10-10,2019
1213,-1043.0,Subscriptions,2019-10-11,2019
1277,8853.0,Other,2019-10-12,2019
6742,9029.0,Tips,2019-10-12,2019
2056,7877.0,Other,2019-10-12,2019
5432,-4775.0,Health Insurance,2019-10-12,2019
7382,-4674.0,Health Insurance,2019-10-15,2019
2128,-6608.0,Health Insurance,2019-10-17,2019
5063,399.0,Other,2019-10-18,2019
667,-4981.0,Investments,2019-10-19,2019
1672,-9972.0,Food,2019-10-20,2019
910,4898.0,Tips,2019-10-20,2019
4947,9782.0,Other,2019-10-21,2019
714,8159.0,Tips,2019-10-22,2019
8128,9063.0,Tips,2019-10-22,2019
9979,495.0,Tips,2019-10-23,2019
5171,-2382.0,Food,2019-10-23,2019
5135,-3584.0,Investments,2019-10-24,2019
2849,3222.0,Other,2019-10-25,2019
1137,-2182.0,Leisure,2019-10-26,2019
4871,-2914.0,Food,2019-10-27,2019
7215,7883.0,Tips,2019-10-27,2019
7577,-3290.0,Health Insurance,2019-10-27,2019
5416,3532.0,Other,2019-10-27,2019
4722,-8061.0,Health Insurance,2019-10-30,2019
53,-9158.0,Health Insurance,2019-10-30,2019
3288,-8278.0,Groceries,2019-10-30,2019
1490,-6513.0,Groceries,2019-11-01,2019
2811,-4876.0,Leisure,2019-11-01,2019
3599,6112.0,Other,2019-11-01,2019
5917,-176.0,Subscriptions,2019-11-01,2019
6721,-9816.0,Leisure,2019-11-02,2019
936,1499.0,Other,2019-11-02,2019
6235,8989.0,Tips,2019-11-02,2019
2621,-1259.0,Health Insurance,2019-11-03,2019
4666,728.0,Tips,2019-11-04,2019
4726,-9318.0,Leisure,2019-11-04,2019
9461,9491.0,Salary,2019-11-04,2019
9636,-5003.0,Food,2019-11-07,2019
5929,248.0,Other,2019-11-08,2019
7356,114.0,Salary,2019-11-09,2019
4664,-7140.0,Food,2019-11-09,2019
5513,1181.0,Salary,2019-11-09,2019
879,-7808.0,Investments,2019-11-09,2019
221,7958.0,Salary,2019-11-10,2019
5713,-6162.0,Groceries,2019-11-11,2019
7685,7252.0,Other,2019-11-11,2019
4012,8933.0,Tips,2019-11-12,2019
5838,8056.0,Tips,2019-11-12,2019
4754,-2079.0,Investments,2019-11-13,2019
5425,-9180.0,Subscriptions,2019-11-13,2019
7629,6336.0,Tips,2019-11-14,2019
8366,-908.0,Investments,2019-11-15,2019
218,335.0,Tips,2019-11-15,2019
9364,3875.0,Other,2019-11-16,2019
7652,4366.0,Tips,2019-11-18,2019
1712,-5624.0,Health Insurance,2019-11-19,2019
6045,-652.0,Groceries,2019-11-20,2019
7839,9918.0,Tips,2019-11-20,2019
8253,7914.0,Tips,2019-11-20,2019
1575,-6225.0,Groceries,2019-11-22,2019
5547,1898.0,Salary,2019-11-22,2019
5568,285.0,Tips,2019-11-23,2019
2402,255.0,Other,2019-11-24,2019
344,8241.0,Other,2019-11-24,2019
257,2380.0,Salary,2019-11-24,2019
3132,4044.0,Other,2019-11-24,2019
6051,-4408.0,Food,2019-11-25,2019
8932,134.0,Salary,2019-11-27,2019
1530,-6400.0,Health Insurance,2019-11-27,2019
3815,-4032.0,Investments,2019-11-27,2019
5660,6242.0,Tips,2019-11-28,2019
8743,3418.0,Salary,2019-11-28,2019
4863,-2116.0,Food,2019-11-28,2019
4734,-1861.0,Subscriptions,2019-11-28,2019
615,5254.0,Other,2019-11-29,2019
1093,2062.0,Salary,2019-11-30,2019
3139,5544.0,Other,2019-12-03,2019
2492,-6478.0,Food,2019-12-03,2019
6352,1531.0,Other,2019-12-04,2019
6030,172.0,Salary,2019-12-06,2019
4828,-9451.0,Groceries,2019-12-06,2019
7185,-4493.0,Groceries,2019-12-08,2019
6529,5918.0,Salary,2019-12-09,2019
5391,46.0,Salary,2019-12-09,2019
6647,-2471.0,Subscriptions,2019-12-11,2019
2990,1155.0,Other,2019-12-11,2019
3613,-1677.0,Health Insurance,2019-12-12,2019
8736,-7254.0,Groceries,2019-12-14,2019
4566,-6951.0,Groceries,2019-12-15,2019
8831,3991.0,Tips,2019-12-19,2019
7886,-2094.0,Food,2019-12-21,2019
2785,-2226.0,Investments,2019-12-21,2019
2690,9083.0,Other,2019-12-21,2019
8503,1559.0,Salary,2019-12-22,2019
6271,3864.0,Salary,2019-12-22,2019
4555,1995.0,Tips,2019-12-22,2019
4438,-5984.0,Leisure,2019-12-23,2019
9847,6900.0,Tips,2019-12-24,2019
7449,4557.0,Tips,2019-12-24,2019
5173,-1692.0,Investments,2019-12-30,2019
8819,9105.0,Salary,2019-12-30,2019
2555,-230.0,Health Insurance,2019-12-31,2019
3949,5684.0,Tips,2019-12-31,2019
4941,6364.0,Tips,2020-01-01,2020
59,-6680.0,Subscriptions,2020-01-01,2020
326,3312.0,Other,2020-01-04,2020
134,3171.0,Other,2020-01-04,2020
408,1707.0,Tips,2020-01-04,2020
1681,823.0,Salary,2020-01-05,2020
390,-5364.0,Subscriptions,2020-01-07,2020
895,-4169.0,Food,2020-01-07,2020
1204,8650.0,Salary,2020-01-07,2020
9640,-7537.0,Food,2020-01-07,2020
2224,-8447.0,Food,2020-01-07,2020
8230,7725.0,Other,2020-01-09,2020
6559,-4439.0,Groceries,2020-01-10,2020
6038,-4047.0,Groceries,2020-01-10,2020
8174,5626.0,Other,2020-01-12,2020
7831,2234.0,Other,2020-01-12,2020
8272,-3540.0,Groceries,2020-01-13,2020
1417,-6625.0,Investments,2020-01-13,2020
2352,-3316.0,Food,2020-01-13,2020
8261,2224.0,Salary,2020-01-14,2020
2746,-7108.0,Groceries,2020-01-14,2020
7296,9239.0,Other,2020-01-15,2020
5475,-7229.0,Investments,2020-01-16,2020
5594,643.0,Other,2020-01-17,2020
1119,7098.0,Tips,2020-01-17,2020
9621,-1582.0,Health Insurance,2020-01-18,2020
4323,-6261.0,Leisure,2020-01-20,2020
8461,-8069.0,Subscriptions,2020-01-23,2020
3348,-4176.0,Groceries,2020-01-23,2020
9687,-8306.0,Food,2020-01-24,2020
1101,9237.0,Other,2020-01-24,2020
5079,-7372.0,Investments,2020-01-25,2020
3279,-4432.0,Groceries,2020-01-25,2020
467,5390.0,Salary,2020-01-26,2020
3342,-1230.0,Food,2020-01-27,2020
2831,-6028.0,Investments,2020-01-28,2020
284,5179.0,Salary,2020-01-28,2020
7853,-3157.0,Investments,2020-01-28,2020
2455,-2425.0,Food,2020-01-29,2020
9013,-4372.0,Health Insurance,2020-01-31,2020
3045,2920.0,Tips,2020-02-01,2020
7883,2115.0,Other,2020-02-02,2020
7559,5272.0,Other,2020-02-03,2020
4408,1681.0,Salary,2020-02-03,2020
8416,-8315.0,Food,2020-02-03,2020
7445,3487.0,Salary,2020-02-04,2020
9697,7391.0,Salary,2020-02-06,2020
734,1645.0,Tips,2020-02-06,2020
5037,3064.0,Other,2020-02-06,2020
9332,679.0,Tips,2020-02-06,2020
7909,-9061.0,Health Insurance,2020-02-07,2020
7359,-511.0,Investments,2020-02-07,2020
5092,-7504.0,Subscriptions,2020-02-09,2020
812,-4218.0,Investments,2020-02-10,2020
3576,4376.0,Salary,2020-02-10,2020
4111,2110.0,Salary,2020-02-12,2020
2599,-4558.0,Subscriptions,2020-02-12,2020
3956,-3295.0,Leisure,2020-02-13,2020
8837,3519.0,Tips,2020-02-14,2020
4701,7404.0,Salary,2020-02-14,2020
3926,2978.0,Other,2020-02-16,2020
4169,-5950.0,Health Insurance,2020-02-16,2020
1106,265.0,Other,2020-02-17,2020
3163,6949.0,Salary,2020-02-18,2020
5935,5395.0,Other,2020-02-18,2020
1021,2391.0,Tips,2020-02-18,2020
3378,7911.0,Tips,2020-02-18,2020
1032,-7350.0,Subscriptions,2020-02-21,2020
7295,-8057.0,Food,2020-02-21,2020
2723,8047.0,Tips,2020-02-22,2020
578,5375.0,Other,2020-02-23,2020
5965,-4811.0,Leisure,2020-02-24,2020
3029,8036.0,Other,2020-02-25,2020
6190,6949.0,Salary,2020-02-25,2020
6759,7541.0,Salary,2020-02-25,2020
6396,727.0,Other,2020-02-26,2020
2314,-8261.0,Groceries,2020-02-26,2020
3436,5430.0,Other,2020-02-27,2020
2817,5248.0,Other,2020-02-27,2020
6899,9484.0,Other,2020-02-29,2020
2944,-3762.0,Health Insurance,2020-03-01,2020
1685,7721.0,Tips,2020-03-01,2020
3948,-1499.0,Subscriptions,2020-03-02,2020
6453,-3423.0,Health Insurance,2020-03-03,2020
9129,7374.0,Other,2020-03-04,2020
4394,4855.0,Other,2020-03-04,2020
6692,1038.0,Salary,2020-03-05,2020
2789,4805.0,Salary,2020-03-05,2020
1523,6986.0,Tips,2020-03-05,2020
2594,-7306.0,Investments,2020-03-05,2020
909,4506.0,Tips,2020-03-05,2020
5278,-5279.0,Food,2020-03-07,2020
147,6400.0,Salary,2020-03-07,2020
6710,3032.0,Salary,2020-03-07,2020
14,4817.0,Tips,2020-03-07,2020
7532,2247.0,Tips,2020-03-07,2020
620,-9947.0,Subscriptions,2020-03-08,2020
5805,4778.0,Salary,2020-03-08,2020
951,-4197.0,Leisure,2020-03-08,2020
9765,-8289.0,Subscriptions,2020-03-09,2020
2530,-5357.0,Health Insurance,2020-03-09,2020
4919,3427.0,Tips,2020-03-09,2020
3038,8203.0,Salary,2020-03-10,2020
7982,2366.0,Salary,2020-03-10,2020
2321,352.0,Tips,2020-03-10,2020
9859,-2601.0,Investments,2020-03-10,2020
4228,-648.0,Health Insurance,2020-03-10,2020
766,8374.0,Tips,2020-03-11,2020
2188,8456.0,Other,2020-03-11,2020
7023,6807.0,Salary,2020-03-13,2020
2371,7587.0,Other,2020-03-14,2020
5822,-9980.0,Subscriptions,2020-03-15,2020
7324,-2705.0,Food,2020-03-16,2020
5308,-7492.0,Groceries,2020-03-17,2020
8902,-5888.0,Groceries,2020-03-17,2020
512,7810.0,Salary,2020-03-17,2020
7868,7266.0,Other,2020-03-20,2020
4230,-5104.0,Groceries,2020-03-21,2020
5506,5790.0,Salary,2020-03-21,2020
7723,-6219.0,Investments,2020-03-21,2020
947,7390.0,Tips,2020-03-27,2020
2431,-7357.0,Leisure,2020-03-27,2020
4487,-3442.0,Leisure,2020-03-28,2020
1299,5222.0,Other,2020-03-30,2020
2670,7031.0,Salary,2020-03-31,2020
3567,-2524.0,Groceries,2020-04-01,2020
5680,-3252.0,Food,2020-04-02,2020
3850,6907.0,Other,2020-04-03,2020
9036,3268.0,Salary,2020-04-06,2020
444,2994.0,Salary,2020-04-06,2020
8587,4305.0,Other,2020-04-07,2020
5291,449.0,Tips,2020-04-10,2020
1441,5576.0,Tips,2020-04-10,2020
8464,-9259.0,Food,2020-04-12,2020
9595,-6936.0,Subscriptions,2020-04-12,2020
2479,2249.0,Tips,2020-04-13,2020
2073,-4984.0,Leisure,2020-04-14,2020
649,-215.0,Food,2020-04-14,2020
3067,1624.0,Other,2020-04-15,2020
1899,-7951.0,Health Insurance,2020-04-15,2020
62,7662.0,Salary,2020-04-16,2020
2437,7647.0,Tips,2020-04-16,2020
5321,-1133.0,Food,2020-04-18,2020
4831,-2135.0,Investments,2020-04-18,2020
1593,2430.0,Other,2020-04-19,2020
7566,782.0,Other,2020-04-19,2020
2987,4008.0,Salary,2020-04-19,2020
7482,-8321.0,Groceries,2020-04-19,2020
5184,3698.0,Salary,2020-04-19,2020
5760,-7505.0,Food,2020-04-19,2020
194,-690.0,Health Insurance,2020-04-21,2020
4291,-2701.0,Health Insurance,2020-04-21,2020
219,1216.0,Other,2020-04-21,2020
2588,-8667.0,Investments,2020-04-22,2020
3322,-4939.0,Groceries,2020-04-24,2020
3569,33.0,Tips,2020-04-25,2020
4418,802.0,Other,2020-04-25,2020
8988,1956.0,Other,2020-04-26,2020
6654,-1322.0,Health Insurance,2020-04-28,2020
9357,-1839.0,Investments,2020-04-29,2020
4830,5366.0,Other,2020-04-29,2020
6630,-7745.0,Food,2020-04-29,2020
1927,6636.0,Tips,2020-05-01,2020
3492,-5161.0,Leisure,2020-05-03,2020
1631,6109.0,Other,2020-05-03,2020
9325,-5351.0,Subscriptions,2020-05-05,2020
9655,-5726.0,Subscriptions,2020-05-06,2020
2484,-9936.0,Health Insurance,2020-05-06,2020
1201,2005.0,Other,2020-05-09,2020
7732,7249.0,Other,2020-05-09,2020
1828,-9875.0,Subscriptions,2020-05-09,2020
4472,-6710.0,Health Insurance,2020-05-09,2020
4820,-2665.0,Groceries,2020-05-14,2020
1221,-6094.0,Food,2020-05-15,2020
2390,-4377.0,Investments,2020-05-15,2020
1337,-488.0,Health Insurance,2020-05-16,2020
1669,-3260.0,Subscriptions,2020-05-19,2020
1571,6608.0,Salary,2020-05-19,2020
941,-5005.0,Health Insurance,2020-05-19,2020
3239,-2796.0,Investments,2020-05-20,2020
9830,-5539.0,Leisure,2020-05-20,2020
2165,-2091.0,Investments,2020-05-21,2020
2465,-2614.0,Food,2020-05-21,2020
4539,3062.0,Other,2020-05-22,2020
2891,-70.0,Investments,2020-05-24,2020
676,9618.0,Other,2020-05-24,2020
8381,7944.0,Other,2020-05-25,2020
9352,-6400.0,Subscriptions,2020-05-26,2020
5158,-8329.0,Food,2020-05-27,2020
717,-6427.0,Subscriptions,2020-05-29,2020
7920,4775.0,Other,2020-05-29,2020
780,-8562.0,Leisure,2020-05-29,2020
4367,-75.0,Investments,2020-05-31,2020
6459,8232.0,Tips,2020-06-01,2020
6917,-4403.0,Food,2020-06-02,2020
3792,5693.0,Salary,2020-06-03,2020
8715,1974.0,Tips,2020-06-04,2020
2383,-7362.0,Subscriptions,2020-06-04,2020
6474,4105.0,Other,2020-06-05,2020
5187,5146.0,Tips,2020-06-05,2020
4898,9161.0,Other,2020-06-08,2020
4806,-5579.0,Subscriptions,2020-06-09,2020
3801,4010.0,Other,2020-06-09,2020
3140,652.0,Other,2020-06-09,2020
2127,1732.0,Other,2020-06-10,2020
6560,6867.0,Other,2020-06-11,2020
4907,4677.0,Other,2020-06-13,2020
8216,6287.0,Other,2020-06-14,2020
1630,-3738.0,Investments,2020-06-14,2020
1445,-2405.0,Health Insurance,2020-06-15,2020
5276,9700.0,Salary,2020-06-16,2020
3134,4106.0,Salary,2020-06-16,2020
6735,-7224.0,Health Insurance,2020-06-16,2020
6384,8499.0,Tips,2020-06-17,2020
4962,-1911.0,Subscriptions,2020-06-17,2020
1008,1978.0,Tips,2020-06-17,2020
8600,-5994.0,Groceries,2020-06-17,2020
6626,-5666.0,Leisure,2020-06-18,2020
8544,3067.0,Tips,2020-06-18,2020
6021,9979.0,Tips,2020-06-18,2020
2721,-9626.0,Leisure,2020-06-19,2020
2218,5958.0,Other,2020-06-21,2020
3663,-2468.0,Health Insurance,2020-06-21,2020
7462,8376.0,Other,2020-06-21,2020
1759,-7115.0,Health Insurance,2020-06-21,2020
2651,-1887.0,Groceries,2020-06-22,2020
7487,8767.0,Salary,2020-06-23,2020
9233,3880.0,Salary,2020-06-25,2020
9701,5273.0,Other,2020-06-26,2020
8650,3327.0,Salary,2020-06-26,2020
6778,7986.0,Salary,2020-06-26,2020
1529,9391.0,Tips,2020-06-26,2020
2368,-9716.0,Food,2020-06-27,2020
2139,-491.0,Food,2020-06-28,2020
7836,-3287.0,Groceries,2020-06-29,2020
9611,1854.0,Tips,2020-06-30,2020
1135,-478.0,Groceries,2020-07-02,2020
7911,5487.0,Other,2020-07-02,2020
2468,-7300.0,Leisure,2020-07-02,2020
1647,9079.0,Other,2020-07-03,2020
9214,-8044.0,Food,2020-07-03,2020
311,-2370.0,Subscriptions,2020-07-03,2020
6758,-1348.0,Groceries,2020-07-04,2020
8507,7169.0,Other,2020-07-05,2020
7317,-6333.0,Investments,2020-07-06,2020
8280,-3505.0,Investments,2020-07-06,2020
3538,-786.0,Investments,2020-07-07,2020
6537,-7647.0,Groceries,2020-07-08,2020
3027,4813.0,Salary,2020-07-08,2020
608,-1509.0,Groceries,2020-07-09,2020
1004,9933.0,Tips,2020-07-09,2020
6413,-1126.0,Health Insurance,2020-07-11,2020
4682,8661.0,Other,2020-07-12,2020
9598,-2870.0,Health Insurance,2020-07-12,2020
5169,-1705.0,Investments,2020-07-13,2020
587,9191.0,Other,2020-07-13,2020
6650,-9284.0,Groceries,2020-07-13,2020
7731,6614.0,Tips,2020-07-15,2020
3704,-7351.0,Leisure,2020-07-15,2020
797,333.0,Salary,2020-07-16,2020
2099,6420.0,Tips,2020-07-17,2020
9740,-8593.0,Subscriptions,2020-07-18,2020
6708,9163.0,Other,2020-07-18,2020
1453,-338.0,Groceries,2020-07-20,2020
7946,7810.0,Other,2020-07-20,2020
4544,-1310.0,Leisure,2020-07-22,2020
7342,-801.0,Food,2020-07-24,2020
2075,-853.0,Investments,2020-07-24,2020
48,8665.0,Tips,2020-07-24,2020
9003,8411.0,Salary,2020-07-25,2020
9690,-6319.0,Groceries,2020-07-25,2020
4586,6187.0,Tips,2020-07-25,2020
462,7072.0,Other,2020-07-27,2020
7079,5713.0,Tips,2020-07-28,2020
769,-6721.0,Groceries,2020-07-28,2020
6171,6214.0,Tips,2020-07-29,2020
6281,-3521.0,Investments,2020-07-29,2020
7677,-8963.0,Groceries,2020-07-29,2020
196,3147.0,Tips,2020-07-30,2020
1132,-8572.0,Groceries,2020-07-31,2020
3854,-8697.0,Health Insurance,2020-07-31,2020
6274,-6102.0,Leisure,2020-08-01,2020
9637,1766.0,Other,2020-08-01,2020
8956,352.0,Salary,2020-08-01,2020
966,2452.0,Tips,2020-08-02,2020
2623,738.0,Other,2020-08-02,2020
930,-7731.0,Groceries,2020-08-02,2020
7461,-1022.0,Subscriptions,2020-08-03,2020
4401,-8606.0,Food,2020-08-03,2020
8140,-5142.0,Health Insurance,2020-08-03,2020
9517,7966.0,Salary,2020-08-04,2020
9801,-9661.0,Health Insurance,2020-08-05,2020
1997,-148.0,Leisure,2020-08-06,2020
2843,-9072.0,Subscriptions,2020-08-07,2020
7618,8543.0,Salary,2020-08-07,2020
9662,-8845.0,Health Insurance,2020-08-08,2020
9788,-3678.0,Food,2020-08-09,2020
9642,5730.0,Other,2020-08-09,2020
489,-3758.0,Groceries,2020-08-09,2020
2258,-3224.0,Investments,2020-08-10,2020
5196,-3666.0,Leisure,2020-08-10,2020
263,-8087.0,Groceries,2020-08-10,2020
261,8209.0,Other,2020-08-10,2020
2237,-1255.0,Health Insurance,2020-08-11,2020
8730,-8694.0,Subscriptions,2020-08-11,2020
9037,1449.0,Other,2020-08-12,2020
2500,-1494.0,Investments,2020-08-12,2020
4773,9844.0,Other,2020-08-13,2020
2512,1901.0,Salary,2020-08-15,2020
2251,-413.0,Leisure,2020-08-15,2020
9378,697.0,Tips,2020-08-16,2020
8260,-6268.0,Subscriptions,2020-08-17,2020
7864,8428.0,Other,2020-08-17,2020
2111,-67.0,Food,2020-08-17,2020
4109,5513.0,Salary,2020-08-18,2020
4749,3957.0,Other,2020-08-18,2020
9576,-6954.0,Leisure,2020-08-18,2020
3929,-9671.0,Leisure,2020-08-19,2020
7889,-7441.0,Groceries,2020-08-20,2020
5185,4755.0,Other,2020-08-22,2020
3593,2560.0,Salary,2020-08-23,2020
9281,5601.0,Other,2020-08-23,2020
2857,-8106.0,Food,2020-08-24,2020
6722,-5281.0,Health Insurance,2020-08-25,2020
8871,-9819.0,Investments,2020-08-26,2020
2213,-7212.0,Groceries,2020-08-27,2020
6892,-8563.0,Groceries,2020-08-28,2020
8589,3114.0,Salary,2020-08-29,2020
6442,2847.0,Salary,2020-08-30,2020
3985,-7440.0,Food,2020-08-30,2020
837,4001.0,Other,2020-08-31,2020
8952,-2897.0,Subscriptions,2020-08-31,2020
6427,-2671.0,Food,2020-09-04,2020
4441,-5165.0,Food,2020-09-05,2020
5916,-3656.0,Groceries,2020-09-05,2020
7627,4787.0,Other,2020-09-08,2020
9420,8494.0,Tips,2020-09-08,2020
9235,-7301.0,Food,2020-09-08,2020
9971,5405.0,Other,2020-09-09,2020
6269,4124.0,Tips,2020-09-10,2020
122,-9503.0,Subscriptions,2020-09-11,2020
3682,-9521.0,Health Insurance,2020-09-11,2020
607,2329.0,Other,2020-09-12,2020
1549,-3984.0,Groceries,2020-09-12,2020
3364,8466.0,Salary,2020-09-12,2020
610,-2692.0,Investments,2020-09-13,2020
396,-2699.0,Leisure,2020-09-13,2020
3227,-8678.0,Health Insurance,2020-09-13,2020
8758,7167.0,Tips,2020-09-14,2020
6114,-6860.0,Groceries,2020-09-15,2020
2924,1951.0,Salary,2020-09-15,2020
7641,2620.0,Tips,2020-09-16,2020
153,-7573.0,Investments,2020-09-17,2020
6147,-2780.0,Leisure,2020-09-17,2020
1381,-8086.0,Health Insurance,2020-09-18,2020
8454,-9685.0,Food,2020-09-20,2020
4193,-7087.0,Leisure,2020-09-20,2020
497,-8058.0,Food,2020-09-21,2020
3713,-1231.0,Groceries,2020-09-21,2020
4439,-5407.0,Subscriptions,2020-09-22,2020
2019,9628.0,Salary,2020-09-22,2020
8022,2261.0,Salary,2020-09-24,2020
2852,443.0,Salary,2020-09-24,2020
8808,6498.0,Other,2020-09-24,2020
4835,-4923.0,Investments,2020-09-25,2020
2995,7450.0,Other,2020-09-25,2020
7219,-7838.0,Subscriptions,2020-09-26,2020
5976,9139.0,Other,2020-09-26,2020
427,9655.0,Tips,2020-09-26,2020
2048,-9426.0,Food,2020-09-26,2020
9026,-5848.0,Food,2020-09-26,2020
6237,-7419.0,Investments,2020-09-27,2020
5076,-2933.0,Investments,2020-09-28,2020
2350,-589.0,Health Insurance,2020-09-28,2020
791,-7248.0,Food,2020-09-29,2020
1485,5949.0,Other,2020-09-29,2020
5576,-4850.0,Subscriptions,2020-09-29,2020
7570,-8779.0,Groceries,2020-09-29,2020
8990,7948.0,Salary,2020-10-01,2020
7611,2413.0,Tips,2020-10-01,2020
4654,-4593.0,Health Insurance,2020-10-02,2020
2063,316.0,Tips,2020-10-03,2020
9546,7846.0,Salary,2020-10-03,2020
6971,9030.0,Salary,2020-10-05,2020
9783,-429.0,Subscriptions,2020-10-06,2020
5655,-4131.0,Food,2020-10-06,2020
5813,8139.0,Salary,2020-10-07,2020
5752,-8685.0,Health Insurance,2020-10-08,2020
2138,-4017.0,Groceries,2020-10-09,2020
569,476.0,Salary,2020-10-11,2020
6343,9767.0,Tips,2020-10-11,2020
325,-9574.0,Groceries,2020-10-12,2020
3813,-5089.0,Food,2020-10-13,2020
2373,-8278.0,Subscriptions,2020-10-14,2020
6501,8127.0,Salary,2020-10-14,2020
2256,-2092.0,Health Insurance,2020-10-14,2020
8224,-5364.0,Investments,2020-10-15,2020
1649,6104.0,Other,2020-10-15,2020
8091,6748.0,Tips,2020-10-16,2020
6753,-4039.0,Food,2020-10-16,2020
6932,-6680.0,Groceries,2020-10-17,2020
69,-8526.0,Groceries,2020-10-17,2020
1814,1756.0,Salary,2020-10-17,2020
9081,-4610.0,Food,2020-10-17,2020
6029,9437.0,Tips,2020-10-17,2020
7537,1056.0,Salary,2020-10-18,2020
5413,2693.0,Salary,2020-10-19,2020
3,-4982.0,Food,2020-10-20,2020
7622,-7265.0,Investments,2020-10-21,2020
6404,-2243.0,Food,2020-10-22,2020
3469,-747.0,Subscriptions,2020-10-23,2020
3295,-9262.0,Food,2020-10-23,2020
5191,-1403.0,Health Insurance,2020-10-23,2020
9154,3181.0,Salary,2020-10-24,2020
6326,-6599.0,Investments,2020-10-25,2020
