reference,amount,type,date
8005,8674.0,Tips,2015-07-31
1511,-2112.0,Groceries,2015-07-31
1812,-7128.0,Groceries,2015-08-01
5948,-3789.0,Leisure,2015-08-01
37,4910.0,Other,2015-08-01
1105,-6022.0,Leisure,2015-08-01
6075,-1420.0,Leisure,2015-08-02
6777,-7498.0,Groceries,2015-08-02
8847,6726.0,Salary,2015-08-03
9531,-7134.0,Leisure,2015-08-03
3454,2189.0,Other,2015-08-03
5360,-3165.0,Investments,2015-08-03
7434,-3644.0,Leisure,2015-08-03
8539,9405.0,Tips,2015-08-03
7870,9990.0,Salary,2015-08-04
1755,1527.0,Other,2015-08-04
3336,-9876.0,Health Insurance,2015-08-04
8710,3625.0,Other,2015-08-05
6533,5256.0,Other,2015-08-05
9419,1322.0,Tips,2015-08-05
9277,1516.0,Salary,2015-08-05
4193,-2573.0,Subscriptions,2015-08-05
1287,7977.0,Salary,2015-08-05
8679,3673.0,Other,2015-08-06
1286,5736.0,Salary,2015-08-06
740,-4855.0,Health Insurance,2015-08-06
9701,2352.0,Other,2015-08-07
8681,6165.0,Tips,2015-08-07
4371,-3284.0,Subscriptions,2015-08-07
7431,8127.0,Tips,2015-08-09
3877,-558.0,Investments,2015-08-10
6343,1360.0,Other,2015-08-10
2427,-1816.0,Food,2015-08-11
4678,-6021.0,Leisure,2015-08-11
4652,-4864.0,Food,2015-08-11
4165,9604.0,Salary,2015-08-12
8297,-1986.0,Groceries,2015-08-12
1837,-1398.0,Subscriptions,2015-08-14
9046,7927.0,Tips,2015-08-14
2056,5162.0,Salary,2015-08-15
9964,-8365.0,Groceries,2015-08-15
7404,-1734.0,Health Insurance,2015-08-15
3019,-6251.0,Food,2015-08-16
4628,1336.0,Other,2015-08-17
8758,9150.0,Other,2015-08-18
7323,-586.0,Subscriptions,2015-08-18
1756,713.0,Salary,2015-08-19
2416,-1116.0,Food,2015-08-20
8966,1370.0,Salary,2015-08-20
4359,1735.0,Other,2015-08-20
238,524.0,Tips,2015-08-21
6941,-5526.0,Subscriptions,2015-08-21
3520,7286.0,Tips,2015-08-22
5618,-1314.0,Groceries,2015-08-22
2701,6393.0,Tips,2015-08-22
4269,-2627.0,Groceries,2015-08-22
2711,-3330.0,Investments,2015-08-23
251,1224.0,Tips,2015-08-23
7442,-958.0,Investments,2015-08-23
196,-7983.0,Groceries,2015-08-23
175,-8321.0,Health Insurance,2015-08-24
3105,-9148.0,Health Insurance,2015-08-25
2438,-9944.0,Groceries,2015-08-27
8257,-6985.0,Health Insurance,2015-08-27
93,58.0,Tips,2015-08-27
8040,-9125.0,Groceries,2015-08-28
5472,-5986.0,Leisure,2015-08-28
1447,-1099.0,Groceries,2015-08-28
2877,348.0,Tips,2015-08-28
3680,-5402.0,Subscriptions,2015-08-30
2001,6950.0,Other,2015-08-30
2052,956.0,Salary,2015-08-30
8018,-5584.0,Leisure,2015-08-31
7699,7652.0,Tips,2015-09-01
6536,-5813.0,Health Insurance,2015-09-01
6905,2060.0,Other,2015-09-02
5622,5276.0,Other,2015-09-03
8543,-3959.0,Investments,2015-09-03
5739,-6870.0,Food,2015-09-03
6063,1149.0,Other,2015-09-04
7014,-1521.0,Leisure,2015-09-04
6547,2598.0,Tips,2015-09-04
1636,9602.0,Other,2015-09-04
2447,8170.0,Tips,2015-09-05
4193,1950.0,Salary,2015-09-05
2885,2157.0,Tips,2015-09-05
3364,-3849.0,Groceries,2015-09-05
9398,1288.0,Tips,2015-09-06
4649,-5447.0,Health Insurance,2015-09-06
4903,5598.0,Other,2015-09-06
2308,7778.0,Other,2015-09-07
7247,1198.0,Salary,2015-09-07
7198,-7273.0,Subscriptions,2015-09-07
9215,-7107.0,Health Insurance,2015-09-08
1522,8358.0,Tips,2015-09-08
885,6737.0,Other,2015-09-08
9777,8744.0,Other,2015-09-08
7076,-1173.0,Health Insurance,2015-09-08
5707,-7663.0,Health Insurance,2015-09-08
9287,-6460.0,Food,2015-09-09
9901,5388.0,Salary,2015-09-10
5951,703.0,Tips,2015-09-10
7674,9639.0,Tips,2015-09-11
554,-9795.0,Food,2015-09-12
7772,-8036.0,Health Insurance,2015-09-12
2228,4423.0,Other,2015-09-12
9380,2717.0,Salary,2015-09-13
4857,-5451.0,Investments,2015-09-13
3482,-6227.0,Food,2015-09-13
3682,5094.0,Other,2015-09-13
5676,-7535.0,Subscriptions,2015-09-14
546,-5952.0,Leisure,2015-09-15
1518,-2721.0,Subscriptions,2015-09-17
3509,6023.0,Salary,2015-09-17
7180,-2367.0,Food,2015-09-17
1699,9990.0,Salary,2015-09-17
6650,6457.0,Tips,2015-09-17
3157,1426.0,Salary,2015-09-17
9600,1099.0,Salary,2015-09-18
4138,6337.0,Other,2015-09-18
2659,-2907.0,Subscriptions,2015-09-18
4263,5143.0,Tips,2015-09-18
3900,9830.0,Salary,2015-09-19
8273,-8394.0,Health Insurance,2015-09-19
6940,-3669.0,Food,2015-09-19
971,-4113.0,Subscriptions,2015-09-19
330,-4469.0,Food,2015-09-20
1412,-9726.0,Groceries,2015-09-20
7897,-4312.0,Food,2015-09-21
4361,-9841.0,Subscriptions,2015-09-21
6499,5915.0,Salary,2015-09-22
9458,-1823.0,Leisure,2015-09-22
8777,2312.0,Tips,2015-09-23
4402,-584.0,Leisure,2015-09-25
1670,-9964.0,Groceries,2015-09-25
800,2950.0,Salary,2015-09-26
8236,8.0,Salary,2015-09-26
4096,-4035.0,Subscriptions,2015-09-26
3318,4319.0,Tips,2015-09-26
3908,5635.0,Tips,2015-09-27
4848,1152.0,Salary,2015-09-28
6541,811.0,Salary,2015-09-28
5594,-5829.0,Groceries,2015-09-28
3899,1230.0,Salary,2015-09-29
5239,-1879.0,Food,2015-09-29
4759,-1967.0,Investments,2015-09-29
5668,536.0,Other,2015-09-29
3272,159.0,Salary,2015-09-30
8313,-9426.0,Investments,2015-09-30
8015,8262.0,Salary,2015-09-30
1535,-8725.0,Subscriptions,2015-09-30
1352,-5635.0,Leisure,2015-10-01
117,-7018.0,Groceries,2015-10-01
1802,1657.0,Tips,2015-10-01
1826,-8388.0,Investments,2015-10-02
7547,2326.0,Salary,2015-10-02
7724,4937.0,Salary,2015-10-02
9725,4717.0,Salary,2015-10-02
6411,9373.0,Salary,2015-10-03
7157,5966.0,Tips,2015-10-04
9627,7990.0,Salary,2015-10-04
4694,-8272.0,Leisure,2015-10-05
7475,-2558.0,Groceries,2015-10-05
2023,-5350.0,Leisure,2015-10-05
6512,-8598.0,Health Insurance,2015-10-05
7363,5302.0,Salary,2015-10-06
356,6869.0,Other,2015-10-06
1753,4564.0,Other,2015-10-06
4081,2123.0,Tips,2015-10-06
2199,-5886.0,Health Insurance,2015-10-07
8305,9961.0,Other,2015-10-08
6676,-1258.0,Health Insurance,2015-10-08
1524,9932.0,Tips,2015-10-08
1214,219.0,Salary,2015-10-09
331,5564.0,Other,2015-10-09
9157,9606.0,Other,2015-10-09
7498,4062.0,Salary,2015-10-09
4918,-7801.0,Subscriptions,2015-10-09
827,-4835.0,Investments,2015-10-10
3409,-6933.0,Groceries,2015-10-10
3398,-7628.0,Groceries,2015-10-11
1083,9435.0,Tips,2015-10-11
9529,-871.0,Health Insurance,2015-10-12
5142,-6196.0,Groceries,2015-10-12
699,222.0,Other,2015-10-12
6695,2973.0,Other,2015-10-13
3933,1174.0,Tips,2015-10-13
2982,887.0,Other,2015-10-13
4681,1547.0,Salary,2015-10-13
5027,9900.0,Salary,2015-10-14
6457,-1902.0,Health Insurance,2015-10-14
4505,4120.0,Other,2015-10-14
4352,-651.0,Subscriptions,2015-10-15
4177,-6171.0,Leisure,2015-10-15
9915,6696.0,Tips,2015-10-15
3869,44.0,Salary,2015-10-16
1836,2242.0,Salary,2015-10-16
5126,195.0,Tips,2015-10-17
4279,-2201.0,Groceries,2015-10-17
8837,7894.0,Tips,2015-10-18
974,9333.0,Tips,2015-10-18
7460,4623.0,Salary,2015-10-19
6214,7241.0,Tips,2015-10-19
9279,6923.0,Other,2015-10-20
7220,-1713.0,Food,2015-10-20
1008,-7437.0,Health Insurance,2015-10-20
139,-5694.0,Subscriptions,2015-10-21
6149,6444.0,Salary,2015-10-21
9574,-9221.0,Subscriptions,2015-10-22
849,-2241.0,Leisure,2015-10-23
26,-7995.0,Groceries,2015-10-24
4999,-1348.0,Investments,2015-10-24
7356,-7056.0,Health Insurance,2015-10-24
8656,-821.0,Leisure,2015-10-25
3751,600.0,Other,2015-10-25
6054,7630.0,Salary,2015-10-25
9053,788.0,Salary,2015-10-26
7289,-4204.0,Investments,2015-10-26
2178,8097.0,Other,2015-10-27
4883,-2033.0,Food,2015-10-29
8569,-6187.0,Health Insurance,2015-10-29
6170,5571.0,Other,2015-10-30
6500,4685.0,Tips,2015-10-30
6476,-6108.0,Groceries,2015-10-30
7811,-3079.0,Subscriptions,2015-10-31
9900,-7616.0,Leisure,2015-10-31
9250,-377.0,Leisure,2015-11-01
2875,-6652.0,Health Insurance,2015-11-01
3039,8034.0,Other,2015-11-01
857,-777.0,Subscriptions,2015-11-01
3062,-1052.0,Food,2015-11-01
5977,-7508.0,Groceries,2015-11-02
5288,2693.0,Salary,2015-11-02
4070,-4381.0,Groceries,2015-11-03
8909,-1354.0,Subscriptions,2015-11-03
7564,4621.0,Salary,2015-11-03
3208,4599.0,Other,2015-11-03
6202,4643.0,Salary,2015-11-04
6821,-6848.0,Food,2015-11-04
7587,-4959.0,Investments,2015-11-05
2018,-467.0,Investments,2015-11-06
2765,-5561.0,Food,2015-11-07
7362,-5573.0,Leisure,2015-11-07
4487,-4073.0,Subscriptions,2015-11-08
8099,-316.0,Groceries,2015-11-09
2139,9131.0,Salary,2015-11-09
4176,6949.0,Other,2015-11-10
7359,8875.0,Other,2015-11-10
750,-1598.0,Investments,2015-11-10
7259,4015.0,Tips,2015-11-11
1993,8857.0,Other,2015-11-11
1053,1601.0,Salary,2015-11-11
8356,8158.0,Salary,2015-11-12
643,-246.0,Subscriptions,2015-11-12
406,-7877.0,Food,2015-11-12
1954,-9119.0,Food,2015-11-13
1386,5966.0,Other,2015-11-13
7166,9496.0,Tips,2015-11-13
3802,-6900.0,Food,2015-11-13
5743,-6692.0,Leisure,2015-11-15
6378,-803.0,Groceries,2015-11-15
659,2642.0,Salary,2015-11-16
458,267.0,Salary,2015-11-16
7402,8422.0,Salary,2015-11-16
4712,2554.0,Other,2015-11-17
7279,4213.0,Other,2015-11-17
439,-5643.0,Health Insurance,2015-11-17
8162,-8831.0,Food,2015-11-18
9695,-7827.0,Investments,2015-11-18
2887,7476.0,Other,2015-11-18
5374,8826.0,Salary,2015-11-18
4639,-3810.0,Health Insurance,2015-11-18
3271,-2583.0,Investments,2015-11-18
7584,3864.0,Other,2015-11-19
1377,9907.0,Salary,2015-11-20
7305,-451.0,Leisure,2015-11-20
6214,-2341.0,Health Insurance,2015-11-20
235,3770.0,Salary,2015-11-21
8742,6036.0,Other,2015-11-22
6126,-3786.0,Investments,2015-11-23
8380,3143.0,Salary,2015-11-23
1670,255.0,Salary,2015-11-23
6087,5035.0,Other,2015-11-23
8214,7996.0,Other,2015-11-24
4324,-1422.0,Groceries,2015-11-24
6056,-7773.0,Subscriptions,2015-11-25
316,-9230.0,Subscriptions,2015-11-25
8890,7367.0,Tips,2015-11-26
4244,-4746.0,Leisure,2015-11-26
8845,-1380.0,Food,2015-11-26
9874,-9062.0,Investments,2015-11-26
2537,-5488.0,Groceries,2015-11-26
8314,-5511.0,Investments,2015-11-26
9366,4973.0,Salary,2015-11-26
9953,-4811.0,Groceries,2015-11-26
7490,-2132.0,Groceries,2015-11-27
7437,-6473.0,Investments,2015-11-27
7919,-6871.0,Investments,2015-11-28
4206,566.0,Tips,2015-11-28
4627,-2418.0,Food,2015-11-28
8060,7480.0,Tips,2015-11-29
3891,9174.0,Tips,2015-11-29
9902,7613.0,Other,2015-11-29
1334,4144.0,Other,2015-11-29
1158,-3745.0,Food,2015-11-30
168,9508.0,Salary,2015-12-01
521,2868.0,Other,2015-12-01
7278,3914.0,Tips,2015-12-01
3913,3116.0,Other,2015-12-01
8606,5787.0,Salary,2015-12-01
3618,463.0,Other,2015-12-01
6390,4042.0,Other,2015-12-02
8996,7659.0,Salary,2015-12-02
4851,6075.0,Salary,2015-12-03
5984,3153.0,Salary,2015-12-03
2228,-9854.0,Food,2015-12-04
9524,-9964.0,Food,2015-12-04
9723,2129.0,Salary,2015-12-04
2710,8078.0,Salary,2015-12-04
4236,-7516.0,Health Insurance,2015-12-05
2039,2576.0,Tips,2015-12-06
6883,-1638.0,Groceries,2015-12-07
964,721.0,Tips,2015-12-08
4634,8257.0,Tips,2015-12-09
5877,8258.0,Salary,2015-12-11
9947,8002.0,Other,2015-12-12
5811,6479.0,Tips,2015-12-12
2340,6431.0,Salary,2015-12-13
7194,3167.0,Tips,2015-12-13
2977,-3937.0,Groceries,2015-12-14
808,-6021.0,Leisure,2015-12-14
3384,821.0,Other,2015-12-14
8901,8480.0,Salary,2015-12-15
6390,5712.0,Tips,2015-12-16
7878,-9473.0,Investments,2015-12-17
2224,5835.0,Tips,2015-12-17
128,-3813.0,Investments,2015-12-17
8552,-1918.0,Leisure,2015-12-17
1213,1866.0,Other,2015-12-17
9224,-4513.0,Groceries,2015-12-17
8334,2264.0,Other,2015-12-18
4997,4108.0,Tips,2015-12-18
8711,7681.0,Salary,2015-12-18
606,-4855.0,Subscriptions,2015-12-19
3985,-7119.0,Subscriptions,2015-12-19
8662,6019.0,Tips,2015-12-20
3134,1240.0,Other,2015-12-21
4663,-926.0,Food,2015-12-21
4983,9055.0,Other,2015-12-22
6867,-6540.0,Food,2015-12-22
6875,3164.0,Salary,2015-12-23
3420,8371.0,Other,2015-12-23
565,2906.0,Salary,2015-12-24
3864,6806.0,Tips,2015-12-25
4408,3153.0,Salary,2015-12-25
9932,300.0,Other,2015-12-26
3096,374.0,Other,2015-12-26
9713,5278.0,Tips,2015-12-26
19,-1356.0,Food,2015-12-27
600,-4992.0,Subscriptions,2015-12-28
8971,3795.0,Tips,2015-12-28
2232,-5573.0,Health Insurance,2015-12-29
5277,1359.0,Other,2015-12-29
1180,-6382.0,Health Insurance,2015-12-29
7686,8723.0,Tips,2015-12-29
3970,1978.0,Other,2015-12-30
1119,5914.0,Tips,2015-12-31
5134,7651.0,Tips,2015-12-31
2861,-6283.0,Food,2015-12-31
5526,7261.0,Other,2016-01-01
9261,-3864.0,Food,2016-01-02
9205,7338.0,Other,2016-01-02
6684,8721.0,Tips,2016-01-03
991,2629.0,Other,2016-01-03
9358,5219.0,Other,2016-01-03
192,8667.0,Other,2016-01-03
6459,-2269.0,Investments,2016-01-04
8868,7750.0,Tips,2016-01-04
5053,-1061.0,Food,2016-01-04
3219,-659.0,Health Insurance,2016-01-04
942,-702.0,Groceries,2016-01-05
736,-5707.0,Subscriptions,2016-01-06
3265,9691.0,Tips,2016-01-07
312,-1317.0,Food,2016-01-07
3224,949.0,Tips,2016-01-07
7705,1840.0,Tips,2016-01-07
6252,2105.0,Tips,2016-01-08
9871,2058.0,Tips,2016-01-08
5778,9765.0,Other,2016-01-09
1273,3097.0,Tips,2016-01-10
344,-7072.0,Groceries,2016-01-10
7876,7140.0,Tips,2016-01-10
5127,1005.0,Salary,2016-01-10
5757,-8602.0,Leisure,2016-01-11
1552,1064.0,Tips,2016-01-11
6105,8856.0,Tips,2016-01-11
1925,4906.0,Salary,2016-01-11
188,-5184.0,Food,2016-01-12
6130,-5976.0,Leisure,2016-01-12
619,3136.0,Tips,2016-01-13
9091,1028.0,Other,2016-01-13
6875,3516.0,Other,2016-01-13
7295,9197.0,Tips,2016-01-14
866,4830.0,Tips,2016-01-14
3356,-4185.0,Investments,2016-01-15
7654,-4760.0,Health Insurance,2016-01-15
8261,-8093.0,Investments,2016-01-15
1950,8712.0,Other,2016-01-15
2348,6135.0,Tips,2016-01-16
6707,5331.0,Other,2016-01-16
4603,-7307.0,Groceries,2016-01-17
8657,-2874.0,Health Insurance,2016-01-18
8564,3629.0,Tips,2016-01-18
6971,3762.0,Tips,2016-01-19
5912,4589.0,Salary,2016-01-19
1575,7197.0,Other,2016-01-19
5702,-8349.0,Leisure,2016-01-19
6666,-322.0,Health Insurance,2016-01-20
8553,591.0,Other,2016-01-20
6828,7374.0,Salary,2016-01-20
7304,1399.0,Salary,2016-01-20
855,-3756.0,Health Insurance,2016-01-20
7280,5547.0,Tips,2016-01-21
3203,-3521.0,Investments,2016-01-21
4982,9054.0,Tips,2016-01-21
6546,-2426.0,Food,2016-01-22
686,-422.0,Health Insurance,2016-01-22
5164,9944.0,Salary,2016-01-22
1704,420.0,Other,2016-01-24
4898,-4655.0,Subscriptions,2016-01-24
2977,-8768.0,Subscriptions,2016-01-25
4024,674.0,Other,2016-01-25
3626,4582.0,Tips,2016-01-26
5579,6509.0,Salary,2016-01-26
5331,-4307.0,Subscriptions,2016-01-26
9047,-9210.0,Subscriptions,2016-01-27
1651,-1519.0,Groceries,2016-01-27
8311,537.0,Salary,2016-01-28
1337,8314.0,Salary,2016-01-29
2106,2758.0,Other,2016-01-29
1027,-9793.0,Health Insurance,2016-01-29
5454,3957.0,Other,2016-01-29
425,6122.0,Other,2016-01-29
257,270.0,Salary,2016-01-30
7942,6197.0,Other,2016-01-30
99,7270.0,Salary,2016-01-30
7470,-4052.0,Investments,2016-01-31
9399,8920.0,Salary,2016-01-31
6772,-7253.0,Food,2016-02-01
1864,-407.0,Health Insurance,2016-02-01
1648,-6070.0,Health Insurance,2016-02-02
5649,5226.0,Other,2016-02-03
663,-9676.0,Health Insurance,2016-02-03
1403,2818.0,Tips,2016-02-03
3440,6382.0,Salary,2016-02-05
1133,-6106.0,Subscriptions,2016-02-05
9949,-9421.0,Leisure,2016-02-05
3978,9087.0,Tips,2016-02-06
584,5420.0,Salary,2016-02-06
5637,9049.0,Other,2016-02-07
5513,1484.0,Tips,2016-02-07
4274,-3375.0,Investments,2016-02-08
6110,8707.0,Salary,2016-02-08
6493,-5294.0,Food,2016-02-08
9371,4518.0,Other,2016-02-08
4315,9609.0,Tips,2016-02-09
6782,-8096.0,Investments,2016-02-09
5574,6362.0,Tips,2016-02-09
7652,-7783.0,Food,2016-02-11
8957,-6271.0,Subscriptions,2016-02-11
587,-3344.0,Investments,2016-02-12
624,-5042.0,Food,2016-02-12
7766,7982.0,Tips,2016-02-12
4127,-1945.0,Investments,2016-02-13
184,6748.0,Other,2016-02-14
1736,9063.0,Salary,2016-02-14
3122,-7602.0,Subscriptions,2016-02-14
4854,7940.0,Other,2016-02-15
4592,3444.0,Tips,2016-02-15
1064,-3652.0,Investments,2016-02-15
5213,-9635.0,Leisure,2016-02-16
6995,-336.0,Food,2016-02-16
7245,-9004.0,Investments,2016-02-17
5822,-1535.0,Investments,2016-02-17
9661,4751.0,Salary,2016-02-18
2919,-6833.0,Leisure,2016-02-18
6466,-8170.0,Food,2016-02-19
8367,8270.0,Salary,2016-02-19
9979,3739.0,Tips,2016-02-20
1013,9685.0,Salary,2016-02-20
5580,1088.0,Salary,2016-02-21
9030,-8003.0,Subscriptions,2016-02-21
5573,-6261.0,Subscriptions,2016-02-22
3422,-9405.0,Food,2016-02-22
2491,9362.0,Other,2016-02-24
8791,-5619.0,Investments,2016-02-25
1527,-3799.0,Groceries,2016-02-25
5104,9924.0,Other,2016-02-25
3676,-6097.0,Subscriptions,2016-02-26
5537,4937.0,Salary,2016-02-27
7360,310.0,Tips,2016-02-28
9613,7384.0,Other,2016-02-28
3220,-128.0,Leisure,2016-02-29
6384,-3992.0,Leisure,2016-02-29
436,-5478.0,Health Insurance,2016-02-29
3376,4248.0,Other,2016-03-01
4466,5780.0,Salary,2016-03-01
6452,6362.0,Salary,2016-03-01
8171,-6818.0,Investments,2016-03-04
8798,-4894.0,Food,2016-03-04
4691,-3605.0,Groceries,2016-03-05
4924,9992.0,Tips,2016-03-05
9156,4198.0,Other,2016-03-05
1624,8233.0,Tips,2016-03-06
6360,-8835.0,Health Insurance,2016-03-06
6186,-1904.0,Health Insurance,2016-03-06
798,-7618.0,Investments,2016-03-08
8091,1435.0,Other,2016-03-08
1649,1425.0,Tips,2016-03-08
7916,4892.0,Salary,2016-03-09
6005,6154.0,Other,2016-03-10
846,2182.0,Tips,2016-03-10
8056,-9813.0,Investments,2016-03-11
3279,1582.0,Tips,2016-03-11
386,4860.0,Tips,2016-03-12
8955,7533.0,Tips,2016-03-14
8148,6588.0,Tips,2016-03-14
5997,-9576.0,Leisure,2016-03-14
5341,971.0,Tips,2016-03-16
3167,-7676.0,Food,2016-03-16
9743,3739.0,Tips,2016-03-16
9919,9041.0,Salary,2016-03-16
1946,1637.0,Salary,2016-03-18
4103,7019.0,Other,2016-03-19
5706,-5198.0,Subscriptions,2016-03-19
5350,-5221.0,Groceries,2016-03-20
6114,6469.0,Other,2016-03-20
25,-870.0,Health Insurance,2016-03-21
1129,2608.0,Salary,2016-03-21
6778,-952.0,Groceries,2016-03-21
601,2326.0,Tips,2016-03-22
467,-3795.0,Groceries,2016-03-22
1806,6421.0,Tips,2016-03-22
1005,-9464.0,Food,2016-03-22
6675,7937.0,Tips,2016-03-23
5804,6422.0,Tips,2016-03-23
2660,4301.0,Salary,2016-03-23
9853,406.0,Other,2016-03-23
4959,-842.0,Leisure,2016-03-23
1876,-9962.0,Subscriptions,2016-03-24
7607,-1127.0,Groceries,2016-03-25
9142,774.0,Tips,2016-03-25
6022,-3195.0,Food,2016-03-25
416,-3462.0,Health Insurance,2016-03-25
4209,-6134.0,Food,2016-03-26
5171,6677.0,Salary,2016-03-27
4506,5295.0,Tips,2016-03-28
4544,-3381.0,Food,2016-03-28
7013,-5275.0,Groceries,2016-03-29
1170,4119.0,Tips,2016-03-30
4900,-4618.0,Investments,2016-03-30
5728,4625.0,Other,2016-03-31
7525,-8581.0,Leisure,2016-03-31
7302,-9975.0,Leisure,2016-04-01
1884,-413.0,Subscriptions,2016-04-01
6039,-4804.0,Investments,2016-04-01
6263,3797.0,Tips,2016-04-01
6660,589.0,Other,2016-04-01
9755,-8097.0,Investments,2016-04-02
7665,9653.0,Salary,2016-04-02
173,9902.0,Other,2016-04-02
2310,-7053.0,Food,2016-04-03
9836,-3845.0,Food,2016-04-03
2177,-6429.0,Groceries,2016-04-04
7709,8559.0,Salary,2016-04-04
8220,-9992.0,Investments,2016-04-06
8788,2891.0,Salary,2016-04-06
5037,-147.0,Subscriptions,2016-04-06
1548,7131.0,Other,2016-04-08
7292,8601.0,Other,2016-04-09
9570,-8775.0,Leisure,2016-04-09
6625,840.0,Salary,2016-04-10
8811,-730.0,Food,2016-04-10
6734,4390.0,Other,2016-04-10
9213,-4075.0,Groceries,2016-04-10
2101,-4657.0,Leisure,2016-04-11
787,5306.0,Other,2016-04-11
6181,-5758.0,Food,2016-04-11
890,-981.0,Groceries,2016-04-11
1854,-4400.0,Groceries,2016-04-12
9078,-5744.0,Groceries,2016-04-12
5170,-4316.0,Food,2016-04-12
4340,-8532.0,Leisure,2016-04-13
5667,-4629.0,Investments,2016-04-14
8797,4307.0,Tips,2016-04-14
2696,1656.0,Tips,2016-04-14
490,3937.0,Other,2016-04-15
5095,-988.0,Leisure,2016-04-15
1078,316.0,Salary,2016-04-16
4882,9702.0,Other,2016-04-16
9602,4145.0,Other,2016-04-17
4362,-9599.0,Groceries,2016-04-17
7445,-2860.0,Groceries,2016-04-17
5912,3161.0,Salary,2016-04-17
6985,-8226.0,Investments,2016-04-18
6257,-6654.0,Leisure,2016-04-18
7748,8923.0,Tips,2016-04-18
8177,1585.0,Tips,2016-04-19
6134,2923.0,Other,2016-04-20
1286,1881.0,Other,2016-04-20
6294,-8794.0,Investments,2016-04-20
8412,-5267.0,Food,2016-04-21
4075,6872.0,Other,2016-04-21
524,9520.0,Other,2016-04-22
3392,3883.0,Tips,2016-04-22
4936,-9735.0,Investments,2016-04-22
4847,-8522.0,Investments,2016-04-23
160,-4454.0,Health Insurance,2016-04-23
6157,-8784.0,Food,2016-04-23
2574,483.0,Tips,2016-04-24
5801,-104.0,Investments,2016-04-24
1231,-5375.0,Investments,2016-04-24
443,9756.0,Tips,2016-04-26
3465,2718.0,Other,2016-04-26
7536,-3260.0,Food,2016-04-26
2839,4897.0,Tips,2016-04-26
5035,2731.0,Salary,2016-04-26
6786,-8100.0,Food,2016-04-27
6955,-1283.0,Health Insurance,2016-04-27
8350,-7883.0,Groceries,2016-04-27
2097,-236.0,Groceries,2016-04-27
3373,535.0,Other,2016-04-27
5976,-6348.0,Investments,2016-04-28
4265,-2541.0,Subscriptions,2016-04-29
6845,-8789.0,Health Insurance,2016-04-30
5362,5834.0,Other,2016-04-30
4477,197.0,Other,2016-05-01
5517,4733.0,Salary,2016-05-01
1592,-8918.0,Investments,2016-05-02
1362,-5926.0,Investments,2016-05-03
4341,-2628.0,Food,2016-05-03
1730,7511.0,Tips,2016-05-04
2640,2547.0,Tips,2016-05-04
1661,-7250.0,Food,2016-05-05
2127,6262.0,Other,2016-05-05
6808,-2273.0,Groceries,2016-05-05
2102,-3487.0,Leisure,2016-05-05
602,-5663.0,Subscriptions,2016-05-06
3468,7660.0,Tips,2016-05-06
7592,4511.0,Salary,2016-05-06
7170,5495.0,Other,2016-05-06
2983,4351.0,Other,2016-05-06
4283,-9504.0,Leisure,2016-05-07
489,6724.0,Other,2016-05-08
832,5832.0,Salary,2016-05-08
167,-122.0,Food,2016-05-08
7973,-4960.0,Subscriptions,2016-05-09
5167,8935.0,Tips,2016-05-09
9326,-7746.0,Food,2016-05-09
981,-6203.0,Groceries,2016-05-09
4398,4699.0,Salary,2016-05-09
4454,9053.0,Salary,2016-05-10
8862,-482.0,Health Insurance,2016-05-11
1057,-1999.0,Investments,2016-05-11
820,-7876.0,Leisure,2016-05-11
9325,1667.0,Tips,2016-05-11
5285,7144.0,Tips,2016-05-11
7487,8980.0,Salary,2016-05-12
3099,659.0,Tips,2016-05-12
9982,-2279.0,Investments,2016-05-13
3854,466.0,Salary,2016-05-14
1593,6874.0,Salary,2016-05-15
5143,-7580.0,Leisure,2016-05-16
3544,-6151.0,Food,2016-05-16
417,6718.0,Salary,2016-05-17
6192,621.0,Salary,2016-05-17
4990,7516.0,Tips,2016-05-17
7317,-9901.0,Groceries,2016-05-18
8984,9373.0,Tips,2016-05-18
8013,-9829.0,Investments,2016-05-18
1762,-1588.0,Investments,2016-05-18
3990,-1531.0,Leisure,2016-05-18
695,9444.0,Other,2016-05-19
3791,-1911.0,Leisure,2016-05-20
1771,-8888.0,Groceries,2016-05-21
8498,8624.0,Tips,2016-05-21
4437,-3723.0,Investments,2016-05-21
5853,-4272.0,Investments,2016-05-21
6218,-5872.0,Groceries,2016-05-21
4048,-7118.0,Food,2016-05-22
1223,2552.0,Other,2016-05-22
7769,-7925.0,Groceries,2016-05-22
5796,5630.0,Other,2016-05-22
3934,-3162.0,Health Insurance,2016-05-23
3155,7372.0,Tips,2016-05-23
8377,-6227.0,Investments,2016-05-23
6916,-2532.0,Health Insurance,2016-05-23
2908,5827.0,Other,2016-05-24
8001,5238.0,Tips,2016-05-25
8897,7768.0,Salary,2016-05-25
2769,3029.0,Other,2016-05-26
2453,1129.0,Other,2016-05-26
1521,-7213.0,Investments,2016-05-26
8456,-7483.0,Leisure,2016-05-26
5550,2606.0,Tips,2016-05-28
4230,5516.0,Other,2016-05-28
9105,7678.0,Other,2016-05-28
2882,9003.0,Salary,2016-05-28
8964,2671.0,Other,2016-05-29
1523,3556.0,Tips,2016-05-29
3259,-4107.0,Groceries,2016-05-29
4175,2429.0,Other,2016-05-30
7812,5875.0,Salary,2016-05-30
7826,5555.0,Other,2016-05-30
1854,2397.0,Salary,2016-05-31
609,5767.0,Other,2016-06-01
690,9486.0,Other,2016-06-01
